Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),Chrome 133.0.6943.142,,,07-03-2025 11:20:07,07-03-2025 11:20:10,"3,053s",PASSED
"enhancedClick(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/div_Clear___xmlview100--reservedComponentCo_b6c65f""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:10,07-03-2025 11:20:10,"0,701s",PASSED
"enhancedClick(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/bdi_Select""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:10,07-03-2025 11:20:11,"0,952s",PASSED
delay(2),Chrome 133.0.6943.142,,,07-03-2025 11:20:11,07-03-2025 11:20:13,"2,056s",PASSED
"setText(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/input_Order ID___xmlview100--reservedCompon_66eb78""), ""1003344"")",Chrome 133.0.6943.142,,,07-03-2025 11:20:13,07-03-2025 11:20:15,"1,376s",PASSED
"enhancedClick(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/span_Go""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:15,07-03-2025 11:20:16,"0,808s",PASSED
"click(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/td_1003344_1_2""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:16,07-03-2025 11:20:18,"2,798s",PASSED
"click(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/span_Mill Goods Receipt""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:18,07-03-2025 11:20:21,"3,021s",PASSED
delay(2),Chrome 133.0.6943.142,,,07-03-2025 11:20:21,07-03-2025 11:20:23,"2,053s",PASSED
"clearText(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/input_GR Qty_DETAILSView--icontabfilterCSGX_c763b3""), STOP_ON_FAILURE)",Chrome 133.0.6943.142,,,07-03-2025 11:20:23,07-03-2025 11:20:24,"0,786s",PASSED
"setText(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/input_GR Qty_DETAILSView--icontabfilterCSGX_c763b3""), ""1"")",Chrome 133.0.6943.142,,,07-03-2025 11:20:24,07-03-2025 11:20:25,"1,066s",PASSED
"click(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/span_Post GR""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:25,07-03-2025 11:20:26,"0,500s",PASSED
delay(3),Chrome 133.0.6943.142,,,07-03-2025 11:20:26,07-03-2025 11:20:29,"3,048s",PASSED
"click(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/span_""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:29,07-03-2025 11:20:30,"0,900s",PASSED
"setText(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/input_Plant 1210 ( DDE - Plant )_search""), ""Integration Message Dashboard"")",Chrome 133.0.6943.142,,,07-03-2025 11:20:30,07-03-2025 11:20:31,"1,591s",PASSED
"sendKeys(findTestObject(""Object Repository/Page_Integration Message Dashboard/input_Plant 1210 ( DDE - Plant )_search""), Keys.chord(ENTER))",Chrome 133.0.6943.142,,,07-03-2025 11:20:31,07-03-2025 11:20:32,"1,028s",PASSED
delay(2),Chrome 133.0.6943.142,,,07-03-2025 11:20:32,07-03-2025 11:20:34,"2,046s",PASSED
"click(findTestObject(""Object Repository/Page_Search for Integration Message dashboa_230a0e/div_Integration Message Dashboard""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:34,07-03-2025 11:20:35,"0,502s",PASSED
